company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
2006,Twitter,founder,internet,new,41,male,United States,USA,0.0,North America,Evan Williams,446,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.5,2014
1981,GeoSouthern,founder,oil and gas,new,77,male,United States,USA,0.0,North America,George Bishop,446,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.5,2014
1962,Electronic Data Systems,founder,data processing,new,83,male,United States,USA,0.0,North America,"H. Ross Perot, Sr.",446,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.5,2014
1897,Godrej Group,relation,security,new,65,male,India,IND,0.0,South Asia,Jamshyd Godrej,446,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,3.5,2014
1961,Unicharm,founder,diapers,new,82,male,Japan,JPN,0.0,East Asia,Keiichiro Takahara,446,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.5,2014
1991,Omega Advisors,founder,asset management,new,70,male,United States,USA,0.0,North America,Leon G. Cooperman,446,Financial,True,Hedge funds,not inherited,True,True,self-made finance,3.5,2014
1941,Empresas Polar,relation,beer,new,48,male,Venezuela,VEN,0.0,Latin America,Lorenzo Mendoza,446,Traded Sectors,True,Consumer,father,True,True,inherited,3.5,2014
1969,Wanxiang Group,founder,automotive parts,new,69,male,China,CHN,0.0,East Asia,Lu Guanqiu,446,Financial,True,Diversified financial,not inherited,True,True,self-made finance,3.5,2014
1961,Ito-Yokado,founder,retail,new,89,male,Japan,JPN,0.0,East Asia,Masatoshi Ito,446,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.5,2014
1997,Almarai,founder,dairy,new,60,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,Prince Sultan bin Mohammed bin Saud Al Kabeer,446,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,3.5,2014
1860,Gruppo Campari,relation,spirits,new,0,female,Italy,ITA,0.0,Europe,Rosa Anna Magno Garavoglia,446,Traded Sectors,True,Consumer,spouse/widow,True,True,inherited,3.5,2014
1973,Indorama Corporation,founder,petrochemicals and textiles,new,61,male,Indonesia,IDN,0.0,East Asia,Sri Prakash Lohia,446,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,3.5,2014
1986,Hexal AG,founder,pharmaceuticals,new,64,male,Germany,DEU,0.0,Europe,Thomas Struengmann,446,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,3.5,2014
1875,Bauer Media Group,relation,media,new,36,female,Germany,DEU,0.0,Europe,Yvonne Bauer,446,Non-Traded Sectors,True,Media,5th generation or longer,True,True,inherited,3.5,2014
1992,Polsat,founder,television,new,57,male,Poland,POL,0.0,Europe,Zygmunt Solorz-Zak,446,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,3.5,2014
1951,FlightSafety International,founder,commercial pilot training,new,83,male,United States,USA,10600000000000.0,North America,Albert Ueltschi,452,0,True,Other,not inherited,True,True,founder non-finance,1.1,2001
1961,Davis & Rock,founder,venture capitalist,new,74,male,United States,USA,10600000000000.0,North America,Arthur Rock,452,Financial,True,Venture Capital,not inherited,True,True,self-made finance,1.1,2001
1988,Quanta Computer,founder,laptops,new,51,male,Taiwan,Taiwan,0.0,East Asia,Barry Lam,452,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.1,2001
1987,McCaw Cellular,founder,cell phones,new,0,male,United States,USA,10600000000000.0,North America,Bruce McCaw,452,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.1,2001
1869,Campbell Soup,relation,soup,aquired,50,female,United States,USA,10600000000000.0,North America,Charlotte Colket Weber,452,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.1,2001
1947,Pace Foods,relation,salsa,new,58,male,United States,USA,10600000000000.0,North America,Christopher Goldsbury,452,Traded Sectors,True,Consumer,father,True,True,inherited,1.1,2001
1851,Dole Food Company,Chairman and Chief Executive Officer,food,aquired,77,male,United States,USA,10600000000000.0,North America,David Murdock,452,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.1,2001
1962,Rogers Communications,founder,media,new,67,male,Canada,CAN,733000000000.0,North America,Edward Rogers,452,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.1,2001
1947,Caltagirone Holdings,owner,cement,aquired,54,male,Italy,ITA,1160000000000.0,Europe,Francesco Gaetano Caltagirone,452,Non-Traded Sectors,True,Constrution,not inherited,True,True,executive,1.1,2001
1956,McCain Foods Limited,founder,food,new,73,male,Canada,CAN,733000000000.0,North America,Harrison McCain,452,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.1,2001
1962,Sociedade de Turismo e Divers?es de Macau,investor,casinos,new,77,male,Hong Kong,HKG,169000000000.0,East Asia,Henry Fok,452,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.1,2001
1923,Kyorin Pharmaceutical,president,pharmaceuticals,new,0,male,Japan,JPN,4160000000000.0,East Asia,Ikuo Ogihara,452,New Sectors,True,Technology-Medical,not inherited,True,True,,1.1,2001
1975,TD Ameritrade,founder,banking,new,59,male,United States,USA,10600000000000.0,North America,J Joseph Ricketts,452,Financial,True,Money Management,not inherited,True,True,self-made finance,1.1,2001
1969,Jean Coutu Group,founder,retail,new,73,male,Canada,CAN,733000000000.0,North America,Jean Coutu,452,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.1,2001
1979,Boston Scientific,founder,medical devices,new,69,male,United States,USA,10600000000000.0,North America,John Abele,452,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.1,2001
1987,McCaw Cellular,relation,cell phones,new,50,male,United States,USA,10600000000000.0,North America,John McCaw,452,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.1,2001
1969,Konami,founder,video games,new,0,male,Japan,JPN,4160000000000.0,East Asia,Kagemasa Kozuki,452,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.1,2001
1987,McCaw Cellular,relation,cell phones,new,0,male,United States,USA,10600000000000.0,North America,Keith McCaw,452,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.1,2001
1946,Heiwa,founder,pachinko,new,0,male,Japan,JPN,4160000000000.0,East Asia,Kenkichi Nakajima,452,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.1,2001
1872,Pirelli Group,Chairman and Chief Executive Officer,tires,new,0,male,Italy,ITA,1160000000000.0,Europe,Marco Tronchetti Provera,452,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.1,2001
1984,PanAmSat,relation,satallite communications,new,72,female,United States,USA,10600000000000.0,North America,Mary Anselmo,452,Non-Traded Sectors,True,Media,spouse/widow,True,True,inherited,1.1,2001
0,,,,,0,female,United States,USA,10600000000000.0,North America,Patricia Short,452,0,True,Other,not inherited,True,True,,1.1,2001
1982,Aon Corporation,founder,risk management,new,63,male,United States,USA,10600000000000.0,North America,Patrick Ryan,452,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.1,2001
1955,Worldwide Shipping Group,relation,real estate,new,55,male,Hong Kong,HKG,169000000000.0,East Asia,Peter Woo,452,Financial,True,Real Estate,father,True,True,inherited,1.1,2001
1963,Hong Leong Financial Group,founder,financial services,new,60,male,Malaysia,MYS,92783947368.0,East Asia,Quek Leng Chan,452,Financial,True,Money Management,not inherited,True,True,self-made finance,1.1,2001
1957,ClubCorp,founder,golf courses,new,0,male,United States,USA,10600000000000.0,North America,Robert Dedman,452,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.1,2001
1894,McLane Company,relation,groceries,new,64,male,United States,USA,10600000000000.0,North America,Robert McLane,452,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.1,2001
1941,Stryker Corporation,relation,medical supplies,new,46,female,United States,USA,10600000000000.0,North America,Ronda Stryker,452,New Sectors,True,Technology-Medical,3rd generation,True,True,inherited,1.1,2001
1923,Disney,relation,entertainment,new,71,male,United States,USA,10600000000000.0,North America,Roy Disney,452,Non-Traded Sectors,True,Media,father,True,True,inherited,1.1,2001
1970,Jones Apparel Group,founder,apparel,new,73,male,United States,USA,10600000000000.0,North America,Sidney Kimmel,452,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.1,2001
1962,Sociedade de Turismo e Divers?es de Macau,founder,casinos,new,79,male,Hong Kong,HKG,169000000000.0,East Asia,Stanley Ho,452,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.1,2001
1958,The Flatley Co,founder,real estate,new,68,male,United States,USA,10600000000000.0,North America,Thomas Flatley,452,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.1,2001
1906,Li & Fung Group,relation,supply chain,new,56,male,Hong Kong,HKG,169000000000.0,East Asia,Victor Fung,452,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.1,2001
1989,Gazprom,founder,natural gas,state owned enterprise,0,male,Russia,RUS,307000000000.0,Europe,Viktor Chernomyrdin,452,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.1,2001
1896,Associated Newspapers,relation,media,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,Viscount Rothermere,452,Non-Traded Sectors,True,Media,4th generation,True,True,inherited,1.1,2001
1884,Piewit Corporation,former CEO,construction,new,69,male,United States,USA,10600000000000.0,North America,Walter Scott Jr,452,Non-Traded Sectors,True,Constrution,not inherited,True,True,executive,1.1,2001
1963,Cook Group,founder,medical technology,new,69,male,United States,USA,10600000000000.0,North America,William Cook,452,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.1,2001
1906,Li & Fung Group,relation,supply chain,new,53,male,Hong Kong,HKG,169000000000.0,East Asia,William Fung,452,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.1,2001
1929,Apatit,chairman,fertilizer,privatization,53,male,Russia,RUS,0.0,Europe,Andrei Guriev,466,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,3.4,2014
1967,Hyundai,relation/vice chairman,cars,new,43,male,South Korea,KOR,0.0,East Asia,Chung Eui-Sun,466,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,3.4,2014
1949,Maxingvest AG,relation,coffee,new,60,female,Germany,DEU,0.0,Europe,Daniela Herz,466,Traded Sectors,True,Consumer,father,True,True,inherited,3.4,2014
1948,Majestic Realty Co.,relation,real estate,new,75,male,United States,USA,0.0,North America,"Edward Roski, Jr.",466,Financial,True,Real Estate,father,True,True,inherited,3.4,2014
1944,LE Lundbergforetagen AB,relation,construction,new,62,male,Sweden,SWE,0.0,Europe,Fredrik Lundberg,466,Financial,True,Real Estate,father,True,True,inherited,3.4,2014
1988,Saban Entertainment,founder,media,new,69,male,United States,USA,0.0,North America,Haim Saban,466,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,3.4,2014
1957,Maruhan,"Chairman, CEO",gaming,new,83,male,Japan,JPN,0.0,East Asia,Han Chang-Woo,466,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.4,2014
1972,New Balance,Chairman,shoes,aquired,70,male,United States,USA,0.0,North America,Jim Davis,466,Traded Sectors,True,Consumer,not inherited,True,True,executive,3.4,2014
1972,Kleinter Perkins Caufield & Byers,employee,venture capitalist,new,62,male,United States,USA,0.0,North America,John Doerr,466,Financial,True,Venture Capital,not inherited,True,True,self-made finance,3.4,2014
1939,Chadstone Shopping Center,relation,real estate,aquired,79,male,Australia,AUS,0.0,North America,John Gandel,466,Financial,True,Real Estate,father,True,True,inherited,3.4,2014
1965,Hong Tai Group,founder,real estate,new,78,male,Taiwan,Taiwan,0.0,East Asia,Lin Yu-lin,466,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.4,2014
1952,Ferrovial,relation,construction,new,55,male,Spain,ESP,0.0,Europe,Rafael Del Pino y Calvo-Sotelo,466,Non-Traded Sectors,True,Constrution,father,True,True,inherited,3.4,2014
1941,Stryker Corporation,relation,medical supplies,new,59,female,United States,USA,0.0,North America,Ronda Stryker,466,New Sectors,True,Technology-Medical,3rd generation,True,True,inherited,3.4,2014
1994,DreamWorks,founder,movies,new,67,male,United States,USA,0.0,North America,Steven Spielberg,466,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,3.4,2014
1989,Xinjiang Guanghui Industry Investment Group,founder,energy,new,51,male,China,CHN,0.0,East Asia,Sun Guangxin,466,Financial,True,Diversified financial,not inherited,True,True,self-made finance,3.4,2014
1972,Public Storage,relation,self storage,new,52,female,United States,USA,0.0,North America,Tamara Gustavson,466,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,3.4,2014
1983,Octapharma,founder,biopharmaceutical,new,73,male,Germany,DEU,0.0,Europe,Wolfgang Marguerre,466,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,3.4,2014
1925,Banco Real,relation,banking,new,93,male,Brazil,BRA,0.0,Latin America,Aloysio de Andrade Faria,483,Financial,True,Money Management,father,True,True,inherited,3.3,2014
1910,Kone Corporation,relation,"elevators, escalators, engineering",aquired,57,male,Finland,FIN,0.0,Europe,Antti Herlin,483,Traded Sectors,True,Non-consumer industrial,4th generation,True,True,inherited,3.3,2014
1978,Paramount Resources,founder,petroleum,new,76,male,Canada,CAN,0.0,North America,Clayton Riddell,483,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.3,2014
1991,Katz Group,Chairman and Chief Executive Officer,drug stores,franchise rights,52,male,Canada,CAN,0.0,North America,Daryl Katz,483,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,3.3,2014
1954,DMCI,founder,construction,new,92,male,Philippines,PHL,0.0,East Asia,David Consunji,483,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,3.3,2014
1969,The Gap,founder,clothing ,new,82,female,United States,USA,0.0,North America,Doris Fisher,483,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.3,2014
1972,Early Light International,founder,toys,new,66,male,Hong Kong,HKG,0.0,East Asia,Francis Choi,483,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.3,2014
2001,Zhejiang Dahua Technology,chairman,security and surveillance technology,new,46,male,China,CHN,0.0,East Asia,Fu Liquan,483,New Sectors,True,Technology-Computer,not inherited,True,True,executive,3.3,2014
1989,Millennium Management LLC,founder,hedge funds,new,65,male,United States,USA,0.0,North America,Israel Englander,483,Financial,True,Hedge funds,not inherited,True,True,self-made finance,3.3,2014
1936,La Martiniquaise,relation,wine and spirits,new,71,male,France,FRA,0.0,Europe,Jean Pierre Cayard,483,Traded Sectors,True,Consumer,father,True,True,inherited,3.3,2014
1999,salesforce.com,founder,cloud computing,new,49,male,United States,USA,0.0,North America,Marc Benioff,483,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.3,2014
1923,Benckiser,relation,consumer goods,aquired,48,male,Germany,DEU,0.0,Europe,Matthias Reimann-Andersen,483,Traded Sectors,True,Consumer,father,True,True,inherited,3.3,2014
2002,Russneft,owner,oil/investments,new,55,male,Russia,RUS,0.0,Europe,Mikhail Gutseriev,483,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.3,2014
1920,GEA Group,relation,food and energy processess,new,66,male,Germany,DEU,0.0,Europe,Otto Happel,483,0,True,Other,father,True,True,inherited,3.3,2014
1972,Opko Health,Chairman and Chief Executive Officer,pharmaceuticals,aquired,77,male,United States,USA,0.0,North America,Phillip Frost,483,New Sectors,True,Technology-Medical,not inherited,True,True,executive,3.3,2014
1923,Benckiser,relation,consumer goods,aquired,62,female,Germany,DEU,0.0,Europe,Renate Reimann-Haas,483,Traded Sectors,True,Consumer,father,True,True,inherited,3.3,2014
1978,Diesel,founder,fashion,new,58,male,Italy,ITA,0.0,Europe,Renzo Rosso,483,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.3,2014
0,Ruentex Group,,"retail, financial services, real estate",,63,male,Taiwan,Taiwan,0.0,East Asia,Samuel Yin,483,Financial,True,Diversified financial,not inherited,True,True,,3.3,2014
1957,Enka insaat ve Sanayi,founder,construction,new,83,male,Turkey,TUR,0.0,Middle East/North Africa,Sarik Tara,483,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,3.3,2014
1923,Benckiser,relation,consumer goods,aquired,50,male,Germany,DEU,0.0,Europe,Stefan Reimann-Andersen,483,Traded Sectors,True,Consumer,father,True,True,inherited,3.3,2014
1912,Holcim,relation,construction,new,66,male,Switzerland,CHE,0.0,Europe,Stephan Schmidheiny,483,Financial,True,Diversified financial,4th generation,True,True,inherited,3.3,2014
1983,East Resources,founder,natural gas,new,63,male,United States,USA,0.0,North America,Terrence Pegula,483,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.3,2014
1923,Benckiser,relation,consumer goods,aquired,61,male,Germany,DEU,0.0,Europe,Wolfgang Reimann,483,Traded Sectors,True,Consumer,father,True,True,inherited,3.3,2014
1956,Groupe Bruxelles Lambert,founder,steel/banking,aquired,75,male,Belgium,BEL,237000000000.0,Europe,Albert Frere,490,Financial,True,Money Management,not inherited,True,True,self-made finance,1.0,2001
1980,Amerindo Investment Advisors,founder,investment banking,new,0,male,United States,USA,10600000000000.0,North America,Alberto Vilar,490,Financial,True,Money Management,not inherited,True,True,self-made finance,1.0,2001
1952,Construcciones y Contratas,relation,construction,aquired,48,female,Spain,ESP,626000000000.0,Europe,Alicia Koplowitz,490,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.0,2001
1926,Loma Negra,relation,cement,new,0,female,Argentina,ARG,269000000000.0,Latin America,Amalia Lacroze de Fortabat,490,Non-Traded Sectors,True,Constrution,spouse/widow,True,True,inherited,1.0,2001
1984,Usaha Tegas Sdn Bhd,founder,real estate,new,62,male,Malaysia,MYS,92783947368.0,East Asia,Ananda Krishnan,490,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.0,2001
1873,Axel Johnson Group,relation,trade investment,new,57,female,Sweden,SWE,240000000000.0,Europe,Antonia Johnson,490,Financial,True,Money Management,4th generation,True,True,inherited,1.0,2001
1986,IAC ,Chairman and Chief Executive Officer,media,new,59,male,United States,USA,10600000000000.0,North America,Barry Diller,490,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.0,2001
1959,Sonae SGPS,chairman,retail,aquired,59,male,Portugal,PRT,122000000000.0,Europe,Belmiro de Azevedo,490,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,1.0,2001
1953,Edmond de Rothschild Group,relation,banking,new,0,male,Switzerland,CHE,279000000000.0,Europe,Benjamin de Rothschild,490,Financial,True,Money Management,5th generation or longer,True,True,inherited,1.0,2001
1983,Caxton Associates,founder,commodities trading,new,55,male,United States,USA,10600000000000.0,North America,Bruce Kovner,490,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.0,2001
1975,Microsoft,head of Microsoft's application software group,software,new,53,male,United States,USA,10600000000000.0,North America,Charles Simonyi,490,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.0,2001
1958,SK Corporation,chariman,"petrochemicals, textiles",new,40,male,South Korea,KOR,533000000000.0,East Asia,Chey Tae-Won,490,Traded Sectors,True,Consumer,father,True,True,inherited,1.0,2001
1994,Yahoo!,founder,software,new,34,male,United States,USA,10600000000000.0,North America,David Filo,490,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.0,2001
1935,Whiteco Industries,relation,advertising,new,77,male,United States,USA,10600000000000.0,North America,Dean White,490,Financial,True,Real Estate,father,True,True,inherited,1.0,2001
1935,Schneider National,relation,trucking,new,65,male,United States,USA,10600000000000.0,North America,Donald Schneider,490,0,True,Other,father,True,True,inherited,1.0,2001
1869,Campbell Soup,relation,soup,aquired,0,female,United States,USA,10600000000000.0,North America,Dorrance Hill Hamilton,490,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.0,2001
1945,Grupo Clarin,relation,media,new,0,female,Argentina,ARG,269000000000.0,Latin America,Ernestina Herrera de Noble,490,Non-Traded Sectors,True,Media,spouse/widow,True,True,inherited,1.0,2001
1952,Construcciones y Contratas,relation,construction,aquired,50,female,Spain,ESP,626000000000.0,Europe,Esther Koplowitz,490,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.0,2001
1988,Finisar,founder,data storage,new,0,male,United States,USA,10600000000000.0,North America,Frank Levinson,490,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.0,2001
1956,Melia Hotels International,founder,hotels,new,66,male,Spain,ESP,626000000000.0,Europe,Gabriel Escarrer,490,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.0,2001
1949,Overseas Chinese Union Bank,founder,banking,new,0,male,Singapore,SGP,89285087395.0,East Asia,George Ying Chow Lien,490,Financial,True,Money Management,not inherited,True,True,self-made finance,1.0,2001
1712,Cadogan Estates,relation,real estate,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,Gerald Cadogan,490,Financial,True,Real Estate,5th generation or longer,True,True,inherited,1.0,2001
1978,Grupo Mexio,founder,copper,new,47,male,Mexico,MEX,725000000000.0,Latin America,German Larrea Mota Velasco,490,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.0,2001
1869,Campbell Soup,relation,soup,aquired,55,female,United States,USA,10600000000000.0,North America,Hope Hill Van Beuren,490,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.0,2001
1992,Medinol,founder,pharmaceuticals,new,0,married couple,Israel,ISR,130000000000.0,Middle East/North Africa,Jacob and Yehudith Richter,490,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.0,2001
1954,Laboratories Servier,founder,pharmaceuticals,new,0,male,France,FRA,1380000000000.0,Europe,Jacques Servier,490,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.0,2001
1947,NASCAR,relation,sports,new,56,male,United States,USA,10600000000000.0,North America,James France,490,0,True,Other,father,True,True,inherited,1.0,2001
1976,Kohberg Kravis Roberts & Co,founder,private equity,new,75,male,United States,USA,10600000000000.0,North America,Jerome Kohlberg,490,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,1.0,2001
1994,Yahoo!,founder,software,new,32,male,United States,USA,10600000000000.0,North America,Jerry Yang,490,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.0,2001
1972,Kleinter Perkins Caufield & Byers,employee,venture capitalist,new,50,male,United States,USA,10600000000000.0,North America,John Doerr,490,Financial,True,Venture Capital,not inherited,True,True,self-made finance,1.0,2001
1929,Todd Energy,relation,oil,new,0,male,New Zealand,NZL,53872593337.0,North America,John Todd,490,Resource Related,True,Energy,3rd generation,True,True,inherited,1.0,2001
1980,Tiger Management Corp,founder,hedge funds,new,69,male,United States,USA,10600000000000.0,North America,Julian Robertson,490,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.0,2001
1920,Hysan Development,relation,real estate,new,0,male,Hong Kong,HKG,169000000000.0,East Asia,Lee Hon Chiu,490,Financial,True,Real Estate,father,True,True,inherited,1.0,2001
1984,First Allied Corporation,founder,"investments/real estate, sports teams",new,0,male,United States,USA,10600000000000.0,North America,Malcolm Green Chace III,490,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.0,2001
1989,Regus,founder,business centers,new,0,male,United Kingdom,GBR,1530000000000.0,Europe,Mark Dixon,490,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.0,2001
1950,Otto Group,relation,mail order retail,new,50,male,Canada,CAN,733000000000.0,North America,Michael Lee-Chin,490,Financial,True,Hedge funds,father,True,True,inherited,1.0,2001
1985,Gateway,founder,computers,new,0,male,United States,USA,10600000000000.0,North America,Norman Waitt,490,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.0,2001
1950,Orascom,founder,construction,new,71,male,Egypt,EGY,97600000000.0,Middle East/North Africa,Onsi Sawiris,490,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.0,2001
1974,Glencore,founder,oil,new,65,male,Switzerland,CHE,279000000000.0,Europe,Pincus Green,490,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.0,2001
1996,Juniper Networks,CEO,networking equipment,new,0,male,United States,USA,10600000000000.0,North America,Scott Kriens,490,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.0,2001
1988,Las Vegas Sands,founder, casinos, acquired,67,male,United States,USA,10600000000000.0,North America,Sheldon Adelson,490,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.0,2001
1912,Taisho Pharmaceutical,relation,pharmaceuticals,new,0,male,Japan,JPN,4160000000000.0,East Asia,Shoji Uehara,490,New Sectors,True,Technology-Medical,father,True,True,inherited,1.0,2001
1969,Janus Capital Group,founder,mutual funds,new,64,male,United States,USA,10600000000000.0,North America,Thomas Bailey,490,Financial,True,Money Management,not inherited,True,True,self-made finance,1.0,2001
1610,Takenaka Corporation,relation,construction,new,58,male,Japan,JPN,4160000000000.0,East Asia,Toichi Takenaka,490,Non-Traded Sectors,True,Constrution,5th generation or longer,True,True,inherited,1.0,2001
1995,Platinum Equity,founder,private equity,new,36,male,United States,USA,10600000000000.0,North America,Tom Gores,490,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,1.0,2001
1982,Sun Microsystems,founder,software,new,46,male,United States,USA,10600000000000.0,North America,Vinod Khosla,490,Financial,True,Venture Capital,not inherited,True,True,self-made finance,1.0,2001
1935,United Overseas Bank,relation,banking,new,72,male,Singapore,SGP,89285087395.0,East Asia,Wee Cho Yaw,490,Financial,True,Money Management,father,True,True,inherited,1.0,2001
1947,NASCAR,relation,sports,new,68,male,United States,USA,10600000000000.0,North America,William France Jr,490,0,True,Other,father,True,True,inherited,1.0,2001
1887,Hearst Corporation,relation,media,new,51,male,United States,USA,10600000000000.0,North America,William Hearst III,490,Non-Traded Sectors,True,Media,3rd generation,True,True,inherited,1.0,2001
1865,Cargill,relation,food processing/commodities,new,63,male,United States,USA,0.0,North America,"Austen Cargill, II.",506,Financial,True,Money Management,3rd generation,True,True,inherited,3.2,2014
1979,Shoprite,Exectuitve Director,consumer retail,aquired,72,male,South Africa,ZAF,0.0,Sub-Saharan Africa,Christoffel Wiese,506,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,3.2,2014
1968,Lupin Limited,founder,pharmaceuticals,new,76,male,India,IND,0.0,South Asia,Desh Bandhu Gupta,506,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,3.2,2014
1971,FedEx,founder,shipping,new,69,male,United States,USA,0.0,North America,Frederick Smith,506,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.2,2014
1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,"media, pipelines",new,77,male,United States,USA,0.0,North America,George Lindemann,506,Financial,True,Diversified financial,not inherited,True,True,self-made finance,3.2,2014
1970,MSC,founder,shipping,new,0,male,Switzerland,CHE,0.0,Europe,Gianluigi Aponte,506,0,True,Other,not inherited,True,True,founder non-finance,3.2,2014
1936,Horten AG,relation,retail,new,73,female,Austria,AUT,0.0,Europe,Heidi Horten,506,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,inherited,3.2,2014
1971,CEVITAL,founder,"manufacturing (agriculture, steel, electronics)",new,70,male,Algeria,DZA,0.0,Middle East/North Africa,Issad Rebrab,506,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.2,2014
1865,Cargill,relation,food processing/commodities,new,64,male,United States,USA,0.0,North America,"James Cargill, II.",506,Financial,True,Money Management,3rd generation,True,True,inherited,3.2,2014
