name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,First_Name,Last_Name
Jeronimo Arango,354,2014,1958,Aurrera,founder,supermarkets,new,88,male,Mexico,MEX,0.0,Latin America,founder non-finance,4.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Jeronimo,Arango
Leonard Stern,354,2014,1926,Hartz Group,relation,"pet supplies, real estate",new,75,male,United States,USA,0.0,North America,inherited,4.2,Financial,True,Real Estate,father,True,True,Leonard,Stern
Lin Rong San,354,2014,1989,Union Bank of Taiwan,founder,banking/publishing,new,74,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,4.2,Financial,True,Real Estate,not inherited,True,True,Lin,RongSan
Malcolm Glazer,354,2014,1984,First Allied Corporation,founder,"investments/real estate, sports teams",new,85,male,United States,USA,0.0,North America,founder non-finance,4.2,Traded Sectors,True,Consumer,not inherited,True,True,Malcolm,Glazer
Ralph Dommermuth,354,2014,1988,United Internet,founder,internet provider,new,50,male,Germany,DEU,0.0,Europe,founder non-finance,4.2,New Sectors,True,Technology-Computer,not inherited,True,True,Ralph,Dommermuth
Ted Lerner,354,2014,1952,Lerner Enterprises,founder,real estate,new,88,male,United States,USA,0.0,North America,self-made finance,4.2,Financial,True,Real Estate,not inherited,True,True,Ted,Lerner
Wang Wenyin,354,2014,1994,Amer International Group,owner,copper/mining,new,46,male,China,CHN,0.0,East Asia,privatized and resources,4.2,Resource Related,True,Mining and metals,not inherited,True,True,Wang,Wenyin
William Ding,354,2014,1997,NetEase,founder and CEO,internet,new,42,male,China,CHN,0.0,East Asia,founder non-finance,4.2,New Sectors,True,Technology-Computer,not inherited,True,True,William,Ding
Kazuo Inamori,355,1996,1959,Kyocera,founder,electronics,new,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True,Kazuo,Inamori
Isono family,356,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Isono,family
Renichi Takenaka,357,1996,1610,Takenaka,relation,construction,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,1.1,Non-Traded Sectors,True,Constrution,5th generation or longer,True,True,Renichi,Takenaka
Ryusuke Kimura,358,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.1,0,True,Other,not inherited,True,True,Ryusuke,Kimura
Kim Suk-won,359,1996,0,,,,,0,,South Korea,KOR,603000000000.0,East Asia,,1.1,Financial,True,Diversified financial,not inherited,True,True,Kim,Suk-won
Yahaya Ahmad,360,1996,1980,DRB-HICOM Group,Chairman and Chief Executive Officer,cars,state owned enterprise,0,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Yahaya,Ahmad
Eugenio Garza Lagnera,361,1996,1890,Femsa,relation,beverages,new,0,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.1,0,True,0,3rd generation,True,True,Eugenio,GarzaLagnera
Roberto Gonzalez Barrera,362,1996,1948,Maseca,founder,tortillas,new,49,male,Mexico,MEX,397000000000.0,Latin America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Roberto,GonzalezBarrera
Isaac Saba Raffoul,363,1996,1892,Groupo Casa Saba,founder,pharmaceuticals,aquired,72,male,Mexico,MEX,397000000000.0,Latin America,self-made finance,1.1,Financial,True,Diversified financial,not inherited,True,True,Isaac,SabaRaffoul
Barbara Carlson Gage,363,2001,1938,Carlson Inc,relation,hospitality,new,59,female,United States,USA,10600000000000.0,North America,inherited,1.4,Financial,True,Real Estate,father,True,True,Barbara,CarlsonGage
Emilio Botin,363,2001,1857,Grupo Santander,relation,banking,new,66,male,Spain,ESP,626000000000.0,Europe,inherited,1.4,Financial,True,Money Management,father,True,True,Emilio,Botin
Franklin Booth,363,2001,1962,Berkshire Hathaway,investor , Finance,new,78,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True,Franklin,Booth
George Lindemann,363,2001,1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,"media, pipelines",new,64,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True,George,Lindemann
Gloria von Thurn und Taxis,363,2001,1615,von Thurn and Taxis family,relation,"postal service, beverages",new,0,female,Germany,DEU,1950000000000.0,Europe,inherited,1.4,Financial,True,Money Management,5th generation or longer,True,True,Gloria,vonThurnundTaxis
Jay Van Andel,363,2001,1959,Amway,founder,consumer goods,new,76,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,Traded Sectors,True,Consumer,not inherited,True,True,Jay,VanAndel
John van Vlissingen,363,2001,1975,BCD Holdings,founder,travel company,new,62,male,Netherlands,NLD,426000000000.0,Europe,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True,John,vanVlissingen
Koo Chen-fu,363,2001,1940,Koos group,founder,financial services,new ,0,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,1.4,Financial,True,Diversified financial,not inherited,True,True,Koo,Chen-fu
Marilyn Carlson Nelson,363,2001,1938,Carlson Inc,relation,hospitality,new,62,female,United States,USA,10600000000000.0,North America,inherited,1.4,Financial,True,Real Estate,father,True,True,Marilyn,CarlsonNelson
Mark Cuban,363,2001,1995,Broadcast.com,founder,web broadcasting,new,40,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True,Mark,Cuban
Michael Hilti,363,2001,0,,,,,54,male,Liechtenstein,LIE,2491800559.0,Europe,executive,1.4,Non-Traded Sectors,True,Constrution,father,True,True,Michael,Hilti
Miuccia Prada,363,2001,1913,Prada,relation,luxury goods,new,51,female,Italy,ITA,1160000000000.0,Europe,inherited,1.4,Traded Sectors,True,Consumer,father,True,True,Miuccia,Prada
Pierre Bellon,363,2001,1960,Sodexo,founder,catering,new,71,male,France,FRA,1380000000000.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Pierre,Bellon
Rafael del Pino,363,2001,1952,Ferrovial,relation,construction,new,80,male,Spain,ESP,626000000000.0,Europe,inherited,1.4,Non-Traded Sectors,True,Constrution,father,True,True,Rafael,delPino
Robert McNair,363,2001,1983,Cogen Technologies,founder,cogeneration,new,60,male,United States,USA,10600000000000.0,North America,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True,Robert,McNair
Roman Abramovich,363,2001,1988,Millhouse LLC,founder,private investment company,new,34,male,Russia,RUS,307000000000.0,Europe,privatized and resources,1.4,Resource Related,True,Energy,not inherited,True,True,Roman,Abramovich
Soichiro Fukutake,363,2001,1955,Benesse Corporation,relation,publishing,new,55,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.4,0,True,Other,father,True,True,Soichiro,Fukutake
Stanley Druckenmiller,363,2001,1981,Duquesne Capital,founder,hedge funds,new,47,male,United States,USA,10600000000000.0,North America,self-made finance,1.4,Financial,True,Hedge funds,not inherited,True,True,Stanley,Druckenmiller
Stein Erik Hagen,363,2001,1977,RIMI,founder,groceries,new,44,male,Norway,NOR,174000000000.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Stein,ErikHagen
Stephen Case,363,2001,1985,AOL,Chairman and Chief Executive Officer,internet company,new,49,male,United States,USA,10600000000000.0,North America,executive,1.4,New Sectors,True,Technology-Computer,not inherited,True,True,Stephen,Case
Thomas Frist,363,2001,1968,Hostpital Corporation of America,founder/relation,hospitals,new,62,male,United States,USA,10600000000000.0,North America,founder non-finance,1.4,New Sectors,True,Technology-Medical,not inherited,True,True,Thomas,Frist
Willi and Isolde Liebherr,363,2001,1949,Liebherr,relation,construction,new,0,married couple,Switzerland,CHE,279000000000.0,Europe,inherited,1.4,Non-Traded Sectors,True,Constrution,not inherited,True,True,Willi,andIsoldeLiebherr
William Ford,363,2001,1903,Ford Motor Company,relation,automobiles,new,0,male,United States,USA,10600000000000.0,North America,inherited,1.4,Traded Sectors,True,Consumer,3rd generation,True,True,William,Ford
William Kellogg,363,2001,1962,Khol's,CEO,retail,new,57,male,United States,USA,10600000000000.0,North America,executive,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,William,Kellogg
Juan and Carlos March,364,1996,1916,Acciona Trasmediterranea,relation,shipping,new,0,male,Spain,ESP,641000000000.0,Europe,inherited,1.1,Financial,True,Diversified financial,3rd generation,True,True,Juan,andCarlosMarch
Baron Hans Heinrich Thyssen-Bornemisza,365,1996,1926,TBG (Thyssen-Bornemisza Group) Holdings,relation,steel,new,0,male,Switzerland,CHE,330000000000.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,3rd generation,True,True,Baron,HansHeinrichThyssen-Bornemisza
Chang Yung Fa,366,1996,1961,Evergreen Group,founder,shipping,new,69,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.1,0,True,Other,not inherited,True,True,Chang,YungFa
Robert Haas,367,1996,1853,Levi Strauss & co,relation,jeans,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Robert,Haas
Anthony Bamford,367,2014,1945,JCB,relation,"heavy equiptment (excavators, backhoes and tractors)",new,68,male,United Kingdom,GBR,0.0,Europe,inherited,4.1,Non-Traded Sectors,True,Constrution,father,True,True,Anthony,Bamford
Barry Lam,367,2014,1988,Quanta Computer,founder,laptops,new,64,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,4.1,New Sectors,True,Technology-Computer,not inherited,True,True,Barry,Lam
Beny Steinmetz,367,2014,1940,Steinmetz Diamond Group and BSGR,relation,diamonds,new,57,male,Israel,ISR,0.0,Middle East/North Africa,inherited,4.1,Resource Related,True,Mining and metals,father,True,True,Beny,Steinmetz
Eduardo Saverin,367,2014,2004,Facebook,founder,internet,new,31,male,Brazil,BRA,0.0,Latin America,founder non-finance,4.1,New Sectors,True,Technology-Computer,not inherited,True,True,Eduardo,Saverin
Francisco Ivens de Sa Dias Branco,367,2014,1927,M. Dias Branco S.A.,relation,food production,new,77,male,Brazil,BRA,0.0,Latin America,executive,4.1,Traded Sectors,True,Consumer,not inherited,True,True,Francisco,IvensdeSaDiasBranco
Ingvar Kamprad,367,2014,1943,IKEA,founder,furniture,new,87,male,Sweden,SWE,0.0,Europe,founder non-finance,4.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Ingvar,Kamprad
Nancy Walton Laurie,367,2014,1962,Walmart,relation, retail, new,62,female,United States,USA,0.0,North America,inherited,4.1,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Nancy,WaltonLaurie
Shahid Khan,367,2014,1956,Flex-N-Gate,owner,auto parts,aquired,63,male,United States,USA,0.0,North America,executive,4.1,Traded Sectors,True,Consumer,not inherited,True,True,Shahid,Khan
Hope Hill Van Beuren,368,1996,1869,Campbell Soup,relation,soup,aquired,35,female,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Hope,HillVanBeuren
Charlotte Colket Weber,369,1996,1869,Campbell Soup,relation,soup,aquired,35,female,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Charlotte,ColketWeber
Evelyn Danzig Haas,370,1996,1853,Levi Strauss & co,relation,jeans,new,0,female,United States,USA,8100000000000.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,Evelyn,DanzigHaas
Ted Schwartz,371,1996,1973,APAC Customer Services,founder,outsourcing,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,Non-Traded Sectors,True,Media,not inherited,True,True,Ted,Schwartz
William Ford,372,1996,1903,Ford Motor Company,relation,automobiles,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,William,Ford
Richard Rainwater,373,1996,1986,ENSCO International,founder,hedge funds,new,51,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Richard,Rainwater
Michael Dell,374,1996,1984,Dell,founder,technology,new,31,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True,Michael,Dell
Reese Rowling,375,1996,1980,Tana Exploration Company,founder,oil,new,0,male,United States,USA,8100000000000.0,North America,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Reese,Rowling
Arkady Rotenberg,375,2014,1930,"SGM Group, Mostotrest, TPS Avia",owner,construction,"new, privitization",62,male,Russia,RUS,0.0,Europe,privatized and resources,4.0,Non-Traded Sectors,True,Constrution,not inherited,True,True,Arkady,Rotenberg
Bertil Hult,375,2014,1977,EF Education,founder,"education, language schools",new,73,male,Sweden,SWE,0.0,Europe,founder non-finance,4.0,0,True,Other,not inherited,True,True,Bertil,Hult
Chairul Tanjung,375,2014,1987,Para Group (aka CT Corp),founder,investment banking,new,51,male,Indonesia,IDN,0.0,East Asia,privatized and resources,4.0,Financial,True,Diversified financial,not inherited,True,True,Chairul,Tanjung
Curt Engelhorn,375,2014,1865,BASF/Boehringer Mannheim/DePuy,relation,pharmaceuticals,new,87,male,Germany,DEU,0.0,Europe,inherited,4.0,New Sectors,True,Technology-Medical,4th generation,True,True,Curt,Engelhorn
David & Frederick Barclay,375,2014,1968,Press Holdings,founder,media,new,80,male,United Kingdom,GBR,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,Media,not inherited,True,True,David,&FrederickBarclay
Erich Kellerhals,375,2014,1963,Media Markt,founder,retail,new,75,male,Germany,DEU,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Erich,Kellerhals
Gustaf Douglas,375,2014,1984,Investment AB Latour,founder,security ,new,76,male,Sweden,SWE,0.0,Europe,founder non-finance,4.0,0,True,Other,not inherited,True,True,Gustaf,Douglas
Gustavo Cisneros,375,2014,1929,Cisneros Group,relation,media,new,68,male,Venezuela,VEN,0.0,Latin America,inherited,4.0,Non-Traded Sectors,True,Media,father,True,True,Gustavo,Cisneros
John Morris,375,2014,1972,Bass Pro Shops,founder,sports retail,new,65,male,United States,USA,0.0,North America,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,John,Morris
Lars Larsen,375,2014,1979,JYSK,founder and CEO,retail,new,65,male,Denmark,DEN,0.0,Europe,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Lars,Larsen
Lei Jun,375,2014,2010,Xiaomi Tech,founder,technology,new,44,male,China,CHN,0.0,East Asia,founder non-finance,4.0,Traded Sectors,True,Consumer,not inherited,True,True,Lei,Jun
Randal Kirk,375,2014,1984,General Injectables and Vaccines/Third Security LLC,founder,biotech investing,new,60,male,United States,USA,0.0,North America,founder non-finance,4.0,New Sectors,True,Technology-Medical,not inherited,True,True,Randal,Kirk
Wang Wei,375,2014,1993,S.F. Express,founder,express delivery services,new,0,male,China,CHN,0.0,East Asia,founder non-finance,4.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Wang,Wei
Curtis LeRoy Carlson,376,1996,1938,Carlson,founder,hospitality,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Curtis,LeRoyCarlson
Charles Schwab,377,1996,1971,Charles Schwab Corporation,founder,brokerage/banking,new,58,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Charles,Schwab
Eli Broad,378,1996,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,62,male,United States,USA,8100000000000.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Eli,Broad
Carl Lindner Jr,379,1996,1959,American Financial Group,founder,banking,new,76,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,0,True,0,not inherited,True,True,Carl,LindnerJr
Thomas Frist,380,1996,1968,Hostpital Corporation of America,founder/relation,hospitals,new,57,male,United States,USA,8100000000000.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Medical,not inherited,True,True,Thomas,Frist
Charles Gates Jr,381,1996,1911,Gates Rubber Company,relation,tires,aquired,74,male,United States,USA,8100000000000.0,North America,inherited,1.1,Resource Related,True,Mining and metals,father,True,True,Charles,GatesJr
Gustavo Cisneros,382,1996,1929,Cisneros Group,relation,media,new,50,male,Venezuela,VEN,68258588863.0,Latin America,inherited,1.1,Non-Traded Sectors,True,Media,father,True,True,Gustavo,Cisneros
Ahmed Ali Kanoo,383,1996,1890,YBA Kanoo,relation,shipping,new,0,male,Bahrain,BHR,6100000000.0,Middle East/North Africa,inherited,1.0,Traded Sectors,True,Consumer,3rd generation,True,True,Ahmed,AliKanoo
Larragoiti family,384,1996,1895,SulAmerica Seguros,,insurance,new,0,,Brazil,BRA,854000000000.0,Latin America,inherited,1.0,Financial,True,Hedge funds,not inherited,True,True,Larragoiti,family
Norberto Odebrecht,385,1996,1944,Odebrecht Group,founder,construction,new,0,male,Brazil,BRA,854000000000.0,Latin America,founder non-finance,1.0,Non-Traded Sectors,True,Constrution,not inherited,True,True,Norberto,Odebrecht
Gerard Louis-Dreyfus,386,1996,1851,Louis Dreyfus Group,relation,energy,new,63,male,France,FRA,1610000000000.0,Europe,inherited,1.0,Financial,True,Money Management,4th generation,True,True,Gerard,Louis-Dreyfus
Nathaniel Rothschild,387,1996,1811,?N M Rothschild & Sons,relation,banking,new,0,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,1.0,Financial,True,Money Management,5th generation or longer,True,True,Nathaniel,Rothschild
Alfredo Harp Helu,387,2001,1884,Banamex,owner,banking,aquired,57,male,Mexico,MEX,725000000000.0,Latin America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Alfredo,HarpHelu
Andronico Luksic,387,2001,1888,Antofagasta,founder,copper,aquired,74,male,Chile,CHL,72300000000.0,Latin America,privatized and resources,1.3,Resource Related,True,Mining and metals,not inherited,True,True,Andronico,Luksic
Anthony Bamford,387,2001,1945,JCB,relation,"heavy equiptment (excavators, backhoes and tractors)",new,55,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Constrution,father,True,True,Anthony,Bamford
Arthur Williams Jr,387,2001,1977,A.L. Williams & Associates,founder,life insurance ,new,58,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Hedge funds,not inherited,True,True,Arthur,WilliamsJr
Arturo Moreno,387,2001,1947,Outdoor Systems,CEO,advertising,new,54,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Arturo,Moreno
Bradley Hughes,387,2001,1972,Public Storage,founder,self-storage,new,67,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Bradley,Hughes
Calisto Tanzi,387,2001,1961,Parmalat,founder,dairy,new,0,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Calisto,Tanzi
Carlo De Benedetti,387,2001,1976,CIR Group,relation,media,aquired,0,male,Italy,ITA,1160000000000.0,Europe,inherited,1.3,Non-Traded Sectors,True,Media,father,True,True,Carlo,DeBenedetti
Charles Munger,387,2001,1962,Berkshire Hathaway,vice-chairman, Finance,new,76,male,United States,USA,10600000000000.0,North America,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Charles,Munger
Donald Sturm,387,2001,1884,Peter Kiewit Sons,owner,investments,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Donald,Sturm
Eliodoro Matte,387,2001,1920,CMPC,relation,timber and paper,new,55,male,Chile,CHL,72300000000.0,Latin America,inherited,1.3,Traded Sectors,True,Consumer,father,True,True,Eliodoro,Matte
Francesco Micheli,387,2001,1999,e.Biscom-Fastweb,chairman,new technology,new,0,male,Italy,ITA,1160000000000.0,Europe,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Francesco,Micheli
Germain Lamonde,387,2001,1985,EXFO,founder,service assurance instruments,new,0,male,Canada,CAN,733000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Germain,Lamonde
Haim Saban,387,2001,1988,Saban Entertainment,founder,media,new,56,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Haim,Saban
Hans-Werner Hector,387,2001,1972,SAP AG,founder,software,new,61,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Hans-Werner,Hector
Henry Sy,387,2001,1960,SM Malls,founder,retail,new,76,male,Philippines,PHL,76261998621.0,East Asia,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Henry,Sy
Isaac Saba Raffoul,387,2001,1892,Groupo Casa Saba,founder,pharmaceuticals,aquired,77,male,Mexico,MEX,725000000000.0,Latin America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True,Isaac,SabaRaffoul
James Moran,387,2001,1968,JM Family Enterprises,founder,auto dealerships,new,82,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,James,Moran
Johann Rupert,387,2001,1940,Rembrandt Group,relation,tobacco/luxury brands,new,50,male,South Africa,ZAF,122000000000.0,Sub-Saharan Africa,inherited,1.3,Traded Sectors,True,Consumer,father,True,True,Johann,Rupert
Kenneth Langone,387,2001,1979,Home Depot,founder,home improvement retail,new,65,male,United States,USA,10600000000000.0,North America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Kenneth,Langone
Mikhail Fridman,387,2001,1989,Alfa Group,founder,investment banking,new,36,male,Russia,RUS,307000000000.0,Europe,privatized and resources,1.3,Resource Related,True,Energy,not inherited,True,True,Mikhail,Fridman
Patrick Guerrand,387,2001,1837,Hermes,relation,luxury fashion,new,0,male,France,FRA,1380000000000.0,Europe,inherited,1.3,0,True,Other,5th generation or longer,True,True,Patrick,Guerrand
Pierce Marshall,387,2001,1870,Standard Oil,relation,oil,new,0,male,United States,USA,10600000000000.0,North America,inherited,1.3,Resource Related,True,Energy,father,True,True,Pierce,Marshall
Putera Sampoerna,387,2001,1913,Sampoerna,relation,cigarette,new,0,male,Indonesia,IDN,160000000000.0,East Asia,inherited,1.3,Traded Sectors,True,Consumer,father,True,True,Putera,Sampoerna
Richard Pratt,387,2001,1948,Visy Industries,relation,paper,new,66,male,Australia,AUS,379000000000.0,North America,inherited,1.3,Traded Sectors,True,Consumer,father,True,True,Richard,Pratt
Roberto Hernandez Ramirez,387,2001,1884,Banamex,former CEO,banking,aquired,0,male,Mexico,MEX,725000000000.0,Latin America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Roberto,HernandezRamirez
Rong Yiren,387,2001,1978,China International Trust and Investment Corp,founder,investment,new,0,male,China,CHN,1330000000000.0,East Asia,privatized and resources,1.3,Financial,True,Money Management,not inherited,True,True,Rong,Yiren
Saleh Al Rajhi,387,2001,1957,Al-Rajhi Bank,founder,banking,new,89,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,Saleh,AlRajhi
Silvio Scaglia,387,2001,1999,Fastweb,founder,telecommunications,new,42,male,Italy,ITA,1160000000000.0,Europe,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Silvio,Scaglia
Steven Jobs,387,2001,1976,Apple,founder,technology,new,46,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Steven,Jobs
Vagit Alekperov,387,2001,1990,Lukoil,founder,oil,new,50,male,Russia,RUS,307000000000.0,Europe,privatized and resources,1.3,Resource Related,True,Energy,not inherited,True,True,Vagit,Alekperov
Vincent Smith,387,2001,1992,Patrol Software North America,founder,software,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Vincent,Smith
Wallace McCain,387,2001,1956,McCain Foods Limited,founder,food,new,71,male,Canada,CAN,733000000000.0,North America,founder non-finance,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Wallace,McCain
William Levine,387,2001,1947,Outdoor Systems,founder,advertising,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Constrution,not inherited,True,True,William,Levine
Adolf Merckle,388,1996,1881,Ratiopharm,relation,pharmaceuticals,new,61,male,Germany,DEU,2500000000000.0,Europe,inherited,1.0,New Sectors,True,Technology-Medical,4th generation,True,True,Adolf,Merckle
Bernard (Barry) Sherman,388,2014,1959,Empire Laboratories,relation,pharmaceuticals,new,72,male,Canada,CAN,0.0,North America,inherited,3.9,New Sectors,True,Technology-Medical,father,True,True,Bernard,(Barry)Sherman
Daniel Och,388,2014,1994,Och-Ziff Capital Management Group,"founder, chairman, ceo",hedge funds,new,53,male,United States,USA,0.0,North America,self-made finance,3.9,Financial,True,Hedge funds,not inherited,True,True,Daniel,Och
Donald Trump,388,2014,1920,The Trump Organization,relation,real estate,new,67,male,United States,USA,0.0,North America,inherited,3.9,Non-Traded Sectors,True,Media,father,True,True,Donald,Trump
Heinz-Georg Baus,388,2014,1960,Bauhaus,founder,home improvement retail,new,80,male,Germany,DEU,0.0,Europe,founder non-finance,3.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Heinz-Georg,Baus
"John Gokongwei, Jr.",388,2014,1954,JG Summit Holdings,founder,"manufacturing, real estate, aviation",new,86,male,Philippines,PHL,0.0,East Asia,self-made finance,3.9,Financial,True,Diversified financial,not inherited,True,True,John,"Gokongwei,Jr."
Martha Ingram,388,2014,1946,Ingram Industries,relation,transportation,new,78,female,United States,USA,0.0,North America,inherited,3.9,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,Martha,Ingram
Riley Bechtel,388,2014,1898,Bechtel Corporation,relation and chairman,construction,new,61,male,United States,USA,0.0,North America,inherited,3.9,Non-Traded Sectors,True,Constrution,4th generation,True,True,Riley,Bechtel
"Stephen Bechtel, Jr.",388,2014,1898,Bechtel Corporation,relation,construction,new,88,male,United States,USA,0.0,North America,inherited,3.9,Non-Traded Sectors,True,Constrution,4th generation,True,True,Stephen,"Bechtel,Jr."
Strwher family,389,1996,0,,,,,0,,Germany,DEU,2500000000000.0,Europe,,1.0,Traded Sectors,True,Consumer,not inherited,True,True,Strwher,family
Werhahn family,390,1996,1844,Wilh. Werhahn KG,,building materials,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,1.0,Non-Traded Sectors,True,Constrution,not inherited,True,True,Werhahn,family
Chao Kuang-Piu,391,1996,1960,,founder,wool,new,0,male,Hong Kong,HKG,160000000000.0,East Asia,founder non-finance,1.0,Traded Sectors,True,Consumer,not inherited,True,True,Chao,Kuang-Piu
Shoul Eisenberg,392,1996,1968,Israel Corporation,founder,fertalizers,state owned enterprise,0,male,Israel,ISR,109000000000.0,Middle East/North Africa,privatized and resources,1.0,Financial,True,Diversified financial,not inherited,True,True,Shoul,Eisenberg
Sammy Ofer,393,1996,1950,Zodiac Maritime Agencies,relation,shipping,new,0,male,Israel,ISR,109000000000.0,Middle East/North Africa,inherited,1.0,Traded Sectors,True,Consumer,father,True,True,Sammy,Ofer
